,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
2564,2017-02-24,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2565,2017-02-23,Joint,WOOF,VCA Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2566,2017-02-22,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$15,001 - $50,000","Corrected the owner of the asset from ""spouse"" to ""joint""","David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2567,2017-02-17,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2568,2017-02-16,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2569,2017-02-14,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2570,2017-02-14,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2571,2017-02-13,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2572,2017-02-13,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2573,2017-02-10,Joint,VIAB,"Viacom, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2574,2017-02-10,Joint,WOOF,VCA Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2575,2017-02-10,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2576,2017-02-09,Joint,WOOF,VCA Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2577,2017-02-09,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2578,2017-02-08,Joint,PG,The Procter &amp; Gamble Company,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2579,2017-02-08,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2580,2017-02-08,Joint,ORCL,Oracle Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2581,2017-02-08,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2582,2017-02-08,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2583,2017-02-08,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2584,2017-02-07,Joint,--,WOOF - VCA Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2585,2017-02-06,Joint,WOOF,VCA Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2586,2017-02-07,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2587,2017-02-07,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2588,2017-02-07,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2589,2017-02-06,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2590,2017-02-06,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2591,2017-02-03,Joint,--,"STATE OF CONNECTICUT GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 03/15/23</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2592,2017-02-03,Joint,--,"GEORGIA MUN ELEC AUTH PWR REV REV <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 01/01/22</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2593,2017-02-03,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2594,2017-02-02,Joint,VSM,"Versum Materials, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2595,2017-02-01,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2596,2017-02-01,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2597,2017-02-01,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2598,2017-02-01,Joint,WOOF,VCA Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2599,2017-01-31,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0f136e07-eaf1-47c8-84e8-89a390dd3855/
2600,2018-06-05,Self,--,"NORDSTROM INC B/E 04.000% 031527 DTD030917 <div class=""text-muted""><em>Rate/Coupon:</em> 04.000%<br> <em>Matures:</em> 03/15/27</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/12127bd4-50d9-49b6-a294-bd79ebe9adac/
2601,2018-05-23,Self,--,"GENERAL ELEC CAP CORP 04.050% 021527 DTD022412 <div class=""text-muted""><em>Rate/Coupon:</em> 04.050%<br> <em>Matures:</em> 02/15/27</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/12127bd4-50d9-49b6-a294-bd79ebe9adac/
2602,2018-05-21,Self,SHW,The Sherwin-Williams Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/12127bd4-50d9-49b6-a294-bd79ebe9adac/
2603,2018-05-23,Self,--,"MASON MICH PUB SCHS DIST SCH BLDG AND SITE BDS 2018-1 MICHIGAN SCHOOL BOND LOAN FUND (Q-SBLF) DUE 05/01/2038 <div class=""text-muted""><em>Rate/Coupon:</em> 3.375%<br> <em>Matures:</em> 05/01/2038</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/12127bd4-50d9-49b6-a294-bd79ebe9adac/
2604,2018-06-27,Self,--,"AMARILLO TEX GO BDS2018 <div class=""text-muted""><em>Rate/Coupon:</em> 3.50%<br> <em>Matures:</em> 02/15/2039</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/12127bd4-50d9-49b6-a294-bd79ebe9adac/
2605,2018-06-05,Self,--,"HUMANA INC NTS B/E 03.950% 031527 DTD031617 <div class=""text-muted""><em>Rate/Coupon:</em> 03.950%<br> <em>Matures:</em> 03/15/2027</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/12127bd4-50d9-49b6-a294-bd79ebe9adac/
2606,2018-06-25,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ca841b2a-8860-4331-842f-5740d4ef480f/
2607,2018-06-25,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",Sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ca841b2a-8860-4331-842f-5740d4ef480f/
2608,2018-06-22,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",Jt,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ca841b2a-8860-4331-842f-5740d4ef480f/
2609,2018-06-22,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",Sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ca841b2a-8860-4331-842f-5740d4ef480f/
2610,2018-06-22,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ca841b2a-8860-4331-842f-5740d4ef480f/
2611,2017-09-27,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2612,2017-09-27,Spouse,RTN,Raytheon Company,Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2613,2017-09-27,Spouse,--,AAPL-Apple Inc.,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2614,2017-09-26,Spouse,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2615,2017-09-26,Spouse,GE,General Electric Company,Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2616,2017-09-26,Spouse,COF,Capital One Financial Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2617,2017-09-26,Spouse,WF,"Woori Bank Co., Ltd.",Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2618,2017-09-26,Spouse,T,AT&amp;T Inc.,Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2619,2017-09-26,Spouse,BAC,Bank of America Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2620,2017-09-07,Spouse,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2621,2017-09-07,Spouse,CELG,Celgene Corporation,Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2622,2017-09-26,Spouse,TCS,"The Container Store Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2623,2017-09-28,Spouse,--,NVDA-NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2624,2017-09-28,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2625,2017-09-26,Spouse,TCS,"The Container Store Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/a329be05-5227-49ed-a7db-605f7939adfb/
2626,2017-11-06,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",Jt,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2627,2017-11-30,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2628,2017-11-30,Spouse,TJX,"The TJX Companies, Inc.",Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2629,2017-11-30,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2630,2017-11-07,Spouse,--,XOM-Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2631,2017-11-07,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2632,2017-11-07,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2633,2017-11-08,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2634,2017-11-30,Spouse,TJX,"The TJX Companies, Inc.",Stock,Sale (Full),"$1,001 - $15,000",seo,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2635,2017-11-08,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2636,2017-11-07,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2637,2017-09-09,Spouse,BIDU,"Baidu, Inc.",Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5ba30cf2-0019-4c66-9318-23c1283367f3/
2638,2018-06-19,Self,CRSP,CRISPR Therapeutics AG,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/72b5ca95-5ae4-4bb3-9088-d0bb167e429b/
2639,2018-06-04,Self,BMY,Bristol-Myers Squibb Company,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/72b5ca95-5ae4-4bb3-9088-d0bb167e429b/
2640,2018-05-29,Self,CLR,"Continental Resources, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/72b5ca95-5ae4-4bb3-9088-d0bb167e429b/
2641,2017-06-02,Joint,--,"Bridger Technologies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Steve Daines,https://efdsearch.senate.gov/search/view/ptr/f78374ac-8a55-4e51-bf19-3ccc27a88c4e/
2642,2018-06-07,Self,MET,"MetLife, Inc.",Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/cd0cf884-4ff6-4c05-9c6a-6d5e4f9d33e6/
2643,2018-06-07,Self,CVS,CVS Health Corporation,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/cd0cf884-4ff6-4c05-9c6a-6d5e4f9d33e6/
2644,2018-06-01,Self,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/cd0cf884-4ff6-4c05-9c6a-6d5e4f9d33e6/
2645,2018-06-01,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell McConnell, Jr.",https://efdsearch.senate.gov/search/view/ptr/3eb0d309-b3be-4678-b762-2f9137928430/
2646,2018-05-08,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Purchase,"$15,001 - $50,000",(IRA),Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/6b2185d5-94ef-4af2-9159-6d00d7e5dcee/
2647,2018-05-08,Spouse,USB,U.S. Bancorp,Stock,Sale (Full),"$1,001 - $15,000",(IRA),Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/6b2185d5-94ef-4af2-9159-6d00d7e5dcee/
2648,2018-05-04,Spouse,HOLX,"Hologic, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/6b2185d5-94ef-4af2-9159-6d00d7e5dcee/
2649,2018-05-16,Spouse,--,"Amazon.com, Inc.",Stock,Purchase,"$1,001 - $15,000",ugma--lily,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/24599111-b376-47d5-8777-f742400a6da6/
2650,2018-06-01,Spouse,TCMD,"Tactile Systems Technology, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",Asset held in Charles Schwab - Rollover IRA,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/
2651,2018-06-01,Spouse,TCMD,"Tactile Systems Technology, Inc.",Stock,Sale (Full),"$100,001 - $250,000",Asset held in Truchas Capital 401K Plan,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/
2652,2018-06-01,Spouse,PODD,Insulet Corporation,Stock,Sale (Partial),"$100,001 - $250,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/
2653,2018-05-17,Spouse,RCL,Royal Caribbean Cruises Ltd.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/
2654,2018-05-18,Spouse,BNPQY,BNP Paribas SA,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/
2655,2018-05-18,Spouse,--,"Amadeus IT Group, S.A.",Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/
2656,2018-05-17,Self,DWDP,DowDuPont Inc.,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/
2657,2018-05-16,Self,--,Revere Bank,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/589f2589-ca74-4b51-9380-c523f9c7c335/
2658,2018-05-02,Self,BOX,"Box, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/589f2589-ca74-4b51-9380-c523f9c7c335/
2659,2018-05-02,Self,BOX,"Box, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/589f2589-ca74-4b51-9380-c523f9c7c335/
2660,2018-05-07,Joint,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2661,2018-05-07,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2662,2018-05-07,Joint,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2663,2018-05-07,Joint,HD,"The Home Depot, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2664,2018-05-07,Joint,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2665,2018-05-24,Joint,F,Ford Motor Company,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2666,2018-05-24,Joint,ETN,Eaton Corporation plc,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2667,2018-05-24,Joint,BUD,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2668,2018-05-24,Joint,ADI,"Analog Devices, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2669,2018-05-24,Joint,IBM,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2670,2018-05-07,Self,TSLA,"Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
2671,2018-05-07,Self,MGA,Magna International Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/
